grid_id,type
grid.433136.0,Facility
grid.433137.1,Company
grid.433138.e,Company
grid.433139.f,Company
grid.433140.1,Company
grid.433141.0,Facility
grid.433142.3,Facility
grid.433143.2,Company
grid.433144.5,Facility
grid.433145.4,Company
grid.433146.7,Facility
grid.433147.6,Company
grid.433148.9,Other
grid.433149.8,Other
grid.433150.0,Company
grid.433151.1,Company
grid.433152.2,Archive
grid.433153.3,Facility
grid.433154.4,Other
grid.433155.5,Company
grid.433156.6,Company
grid.433157.7,Nonprofit
grid.433158.8,Company
grid.433159.9,Nonprofit
grid.433160.3,Facility
grid.433161.2,Company
grid.433162.1,Company
grid.433163.0,Facility
grid.433164.7,Company
grid.433165.6,Company
grid.433166.5,Company
grid.433167.4,Healthcare
grid.433168.b,Company
grid.433169.a,Company
grid.433170.2,Company
grid.433171.3,Education
grid.433172.0,Company
grid.433173.1,Company
grid.433174.6,Company
grid.433175.7,Company
grid.433176.4,Company
grid.433177.5,Nonprofit
grid.433178.a,Company
grid.433179.b,Company
grid.433180.d,Company
grid.433181.c,Company
grid.433182.f,Company
grid.433183.e,Education
grid.433184.9,Company
grid.433185.8,Education
grid.433186.b,Education
grid.433187.a,Company
grid.433188.5,Company
grid.433189.4,Company
grid.433190.c,Company
grid.433191.d,Company
grid.433192.e,Nonprofit
grid.433193.f,Company
grid.433194.8,Nonprofit
grid.433195.9,Other
grid.433196.a,Company
grid.433197.b,Company
grid.433198.4,Other
grid.433199.5,Other
grid.433200.6,Education
grid.433201.7,Company
grid.433202.4,Company
grid.433203.5,Healthcare
grid.433204.2,Company
grid.433205.3,Other
grid.433206.0,Other
grid.433207.1,Education
grid.433208.e,Education
grid.433209.f,Company
grid.433210.7,Company
grid.433211.6,Other
grid.433212.5,Company
grid.433213.4,Company
grid.433214.3,Other
grid.433215.2,Company
grid.433216.1,Nonprofit
grid.433217.0,Company
grid.433218.f,Facility
grid.433219.e,Nonprofit
grid.433220.4,Facility
grid.433221.5,Nonprofit
grid.433222.6,Company
grid.433223.7,Company
grid.433224.0,Nonprofit
grid.433226.2,Other
grid.433227.3,Nonprofit
grid.433228.c,Company
grid.433229.d,Company
grid.433230.5,Nonprofit
grid.433231.4,Other
grid.433232.7,Nonprofit
grid.433233.6,Company
grid.433234.1,Facility
grid.433235.0,Nonprofit
grid.433236.3,Government
grid.433237.2,Company
grid.433238.d,Other
grid.433239.c,Other
grid.433240.2,Government
grid.433241.3,Company
grid.433242.0,Company
grid.433243.1,Company
grid.433244.6,Company
grid.433245.7,Company
grid.433246.4,Company
grid.433247.5,Other
grid.433248.a,Government
grid.433249.b,Company
grid.433250.3,Other
grid.433251.2,Government
grid.433252.1,Company
grid.433253.0,Government
grid.433254.7,Government
grid.433255.6,Other
grid.433256.5,Government
grid.433257.4,Company
grid.433258.b,Company
grid.433260.0,Company
grid.433261.1,Company
grid.433262.2,Other
grid.433263.3,Government
grid.433264.4,Company
grid.433265.5,Education
grid.433266.6,Company
grid.433267.7,Company
grid.433268.8,Education
grid.433269.9,Company
grid.433270.1,Education
grid.433271.0,Company
grid.433273.2,Company
grid.433274.5,Company
grid.433275.4,Company
grid.433276.7,Company
grid.433277.6,Company
grid.433278.9,Company
grid.433279.8,Company
grid.433280.e,Company
grid.433281.f,Company
grid.433282.c,Company
grid.433283.d,Other
grid.433284.a,Education
grid.433285.b,Company
grid.433286.8,Company
grid.433287.9,Company
grid.433288.6,Government
grid.433289.7,Company
grid.433290.f,Company
grid.433291.e,Company
grid.433292.d,Company
grid.433293.c,Nonprofit
grid.433294.b,Company
grid.433295.a,Other
grid.433296.9,Other
grid.433297.8,Company
grid.433298.7,Government
grid.433299.6,Company
grid.433300.7,Company
grid.433301.6,Company
grid.433302.5,Archive
grid.433303.4,Nonprofit
grid.433304.3,Company
grid.433305.2,Nonprofit
grid.433306.1,Company
grid.433307.0,Other
grid.433308.f,Company
grid.433309.e,Archive
grid.433310.6,Company
grid.433311.7,Nonprofit
grid.433312.4,Education
grid.433313.5,Company
grid.433314.2,Company
grid.433315.3,Education
grid.433316.0,Other
grid.433317.1,Company
grid.433318.e,Archive
grid.433319.f,Company
grid.433320.5,Government
grid.433321.4,Facility
grid.433322.7,Healthcare
grid.433323.6,Facility
grid.433324.1,Archive
grid.433325.0,Facility
grid.433326.3,Other
grid.433327.2,Company
grid.433328.d,Government
grid.433329.c,Company
grid.433330.4,Company
grid.433331.5,Company
grid.433332.6,Company
grid.433333.7,Company
grid.433334.0,Company
grid.433335.1,Company
grid.433336.2,Company
grid.433337.3,Company
grid.433338.c,Company
grid.433339.d,Company
grid.433341.2,Nonprofit
grid.433342.1,Company
grid.433343.0,Other
grid.433344.7,Company
grid.433345.6,Nonprofit
grid.433346.5,Government
grid.433347.4,Company
grid.433348.b,Other
grid.433349.a,Company
grid.433350.2,Nonprofit
grid.433351.3,Company
grid.433352.0,Company
grid.433353.1,Company
grid.433354.6,Nonprofit
grid.433355.7,Nonprofit
grid.433356.4,Nonprofit
grid.433357.5,Other
grid.433358.a,Company
grid.433359.b,Company
grid.433360.1,Company
grid.433361.0,Company
grid.433362.3,Company
grid.433363.2,Company
grid.433364.5,Healthcare
grid.433365.4,Facility
grid.433366.7,Healthcare
grid.433367.6,Company
grid.433368.9,Government
grid.433369.8,Nonprofit
grid.433370.0,Company
grid.433371.1,Company
grid.433372.2,Company
grid.433373.3,Company
grid.433374.4,Facility
grid.433375.5,Archive
grid.433376.6,Other
grid.433377.7,Company
grid.433379.9,Education
grid.433380.f,Company
grid.433381.e,Nonprofit
grid.433382.d,Company
grid.433383.c,Other
grid.433384.b,Company
grid.433385.a,Nonprofit
grid.433387.8,Company
grid.433389.6,Education
grid.433390.e,Company
grid.433391.f,Company
grid.433392.c,Company
grid.433393.d,Government
grid.433394.a,Company
grid.433395.b,Nonprofit
grid.433396.8,Company
grid.433397.9,Nonprofit
grid.433398.6,Other
grid.433399.7,Company
grid.433400.0,Company
grid.433401.1,Company
grid.433402.2,Healthcare
grid.433403.3,Company
grid.433404.4,Government
grid.433405.5,Education
grid.433406.6,Company
grid.433407.7,Company
grid.433408.8,Nonprofit
grid.433409.9,Company
grid.433410.1,Education
grid.433411.0,Company
grid.433412.3,Company
grid.433413.2,Other
grid.433414.5,Company
grid.433415.4,Government
grid.433416.7,Government
grid.433417.6,Nonprofit
grid.433418.9,Company
grid.433419.8,Education
grid.433420.2,Other
grid.433421.3,Nonprofit
grid.433422.0,Nonprofit
grid.433423.1,Company
grid.433424.6,Facility
grid.433425.7,Education
grid.433426.4,Company
grid.433427.5,Government
grid.433428.a,Nonprofit
grid.433429.b,Education
grid.433430.3,Facility
grid.433431.2,Company
grid.433432.1,Facility
grid.433433.0,Education
grid.433434.7,Nonprofit
grid.433435.6,Government
grid.433436.5,Nonprofit
grid.433437.4,Education
grid.433438.b,Company
grid.433439.a,Company
grid.433440.4,Company
grid.433441.5,Company
grid.433442.6,Nonprofit
grid.433443.7,Company
grid.433444.0,Company
grid.433445.1,Company
grid.433446.2,Company
grid.433447.3,Company
grid.433448.c,Other
grid.433449.d,Healthcare
grid.433450.5,Company
grid.433451.4,Company
grid.433452.7,Nonprofit
grid.433453.6,Nonprofit
grid.433454.1,Healthcare
grid.433455.0,Nonprofit
grid.433456.3,Other
grid.433457.2,Company
grid.433458.d,Company
grid.433459.c,Nonprofit
grid.433460.6,Government
grid.433461.7,Company
grid.433463.5,Nonprofit
grid.433464.2,Company
grid.433465.3,Company
grid.433466.0,Company
grid.433468.e,Company
grid.433469.f,Government
grid.433470.7,Other
grid.433471.6,Healthcare
grid.433472.5,Company
grid.433473.4,Nonprofit
grid.433474.3,Other
grid.433475.2,Government
grid.433476.1,Other
grid.433477.0,Company
grid.433478.f,Company
grid.433479.e,Company
grid.433480.8,Company
grid.433482.a,Company
grid.433483.b,Company
grid.433484.c,Company
grid.433485.d,Government
grid.433486.e,Other
grid.433487.f,Company
grid.433488.0,Other
grid.433489.1,Nonprofit
grid.433490.9,Government
grid.433491.8,Company
grid.433492.b,Company
grid.433493.a,Company
grid.433494.d,Company
grid.433495.c,Facility
grid.433496.f,Company
grid.433497.e,Company
grid.433498.1,Government
grid.433499.0,Company
grid.433500.1,Company
grid.433501.0,Company
grid.433502.3,Education
grid.433503.2,Company
grid.433504.5,Government
grid.433505.4,Nonprofit
grid.433506.7,Facility
grid.433507.6,Government
grid.433508.9,Company
grid.433509.8,Government
grid.433511.1,Company
grid.433512.2,Other
grid.433513.3,Company
grid.433514.4,Facility
grid.433515.5,Nonprofit
grid.433516.6,Archive
grid.433517.7,Company
grid.433518.8,Government
grid.433519.9,Company
grid.433520.3,Company
grid.433521.2,Facility
grid.433522.1,Government
grid.433523.0,Company
grid.433524.7,Government
grid.433525.6,Other
grid.433526.5,Nonprofit
grid.433527.4,Government
grid.433528.b,Government
grid.433529.a,Facility
grid.433530.2,Other
grid.433531.3,Government
grid.433532.0,Company
grid.433533.1,Company
grid.433534.6,Facility
grid.433535.7,Company
grid.433536.4,Other
grid.433537.5,Company
grid.433538.a,Company
grid.433540.5,Other
grid.433541.4,Healthcare
grid.433542.7,Nonprofit
grid.433543.6,Company
grid.433544.1,Government
grid.433545.0,Nonprofit
grid.433546.3,Healthcare
grid.433548.d,Company
grid.433549.c,Company
grid.433550.4,Company
grid.433551.5,Facility
grid.433552.6,Education
grid.433553.7,Facility
grid.433554.0,Company
grid.433555.1,Company
grid.433556.2,Company
grid.433557.3,Company
grid.433558.c,Other
grid.433559.d,Company
grid.433560.7,Company
grid.433561.6,Government
grid.433562.5,Company
grid.433563.4,Company
grid.433564.3,Government
grid.433565.2,Company
grid.433566.1,Company
grid.433567.0,Company
grid.433568.f,Company
grid.433569.e,Company
grid.433570.6,Company
grid.433571.7,Company
grid.433572.4,Facility
grid.433573.5,Company
grid.433574.2,Government
grid.433575.3,Company
grid.433576.0,Company
grid.433577.1,Company
grid.433578.e,Nonprofit
grid.433579.f,Government
grid.433580.9,Facility
grid.433581.8,Archive
grid.433582.b,Company
grid.433583.a,Company
grid.433584.d,Company
grid.433585.c,Education
grid.433588.1,Company
grid.433589.0,Facility
grid.433590.8,Company
grid.433591.9,Company
grid.433592.a,Facility
grid.433593.b,Company
grid.433594.c,Company
grid.433595.d,Company
grid.433596.e,Company
grid.433597.f,Education
grid.433598.0,Education
grid.433599.1,Other
grid.433600.2,Company
grid.433601.3,Company
grid.433602.0,Government
grid.433603.1,Company
grid.433604.6,Company
grid.433605.7,Company
grid.433606.4,Government
grid.433607.5,Company
grid.433608.a,Company
grid.433609.b,Company
grid.433610.3,Company
grid.433611.2,Company
grid.433612.1,Company
grid.433613.0,Company
grid.433614.7,Education
grid.433615.6,Company
grid.433617.4,Education
grid.433618.b,Company
grid.433619.a,Company
grid.433620.0,Company
grid.433621.1,Company
grid.433622.2,Company
grid.433623.3,Education
grid.433624.4,Company
grid.433625.5,Government
grid.433626.6,Company
grid.433627.7,Healthcare
grid.433628.8,Education
grid.433629.9,Company
grid.433630.1,Company
grid.433631.0,Company
grid.433632.3,Education
grid.433633.2,Government
grid.433634.5,Facility
grid.433635.4,Company
grid.433636.7,Company
grid.433637.6,Education
grid.433638.9,Education
grid.433639.8,Company
grid.433640.6,Education
grid.433641.7,Company
grid.433642.4,Company
grid.433643.5,Education
grid.433644.2,Company
grid.433645.3,Nonprofit
grid.433646.0,Nonprofit
grid.433647.1,Other
grid.433648.e,Company
grid.433649.f,Company
grid.433650.7,Company
grid.433651.6,Government
grid.433652.5,Company
grid.433653.4,Company
grid.433654.3,Other
grid.433655.2,Company
grid.433656.1,Company
grid.433657.0,Company
grid.433658.f,Government
grid.433659.e,Government
grid.433660.4,Company
grid.433661.5,Company
grid.433662.6,Company
grid.433663.7,Company
grid.433664.0,Company
grid.433665.1,Company
grid.433666.2,Company
grid.433667.3,Government
grid.433668.c,Company
grid.433669.d,Company
grid.433670.5,Nonprofit
grid.433671.4,Company
grid.433672.7,Company
grid.433673.6,Nonprofit
grid.433675.0,Other
grid.433676.3,Company
grid.433677.2,Government
grid.433678.d,Other
grid.433679.c,Other
grid.433680.a,Company
grid.433681.b,Company
grid.433682.8,Education
grid.433683.9,Company
grid.433684.e,Education
grid.433685.f,Company
grid.433686.c,Company
grid.433687.d,Company
grid.433688.2,Company
grid.433689.3,Company
grid.433690.b,Company
grid.433691.a,Company
grid.433692.9,Company
grid.433693.8,Company
grid.433694.f,Company
grid.433696.d,Company
grid.433698.3,Company
grid.433699.2,Other
grid.433700.3,Other
grid.433701.2,Nonprofit
grid.433702.1,Company
grid.433703.0,Company
grid.433705.6,Nonprofit
grid.433706.5,Archive
grid.433708.b,Company
grid.433709.a,Facility
grid.433710.2,Education
grid.433711.3,Nonprofit
grid.433713.1,Other
grid.433714.6,Company
grid.433715.7,Company
grid.433716.4,Company
grid.433717.5,Company
grid.433718.a,Company
grid.433719.b,Company
grid.433720.1,Company
grid.433721.0,Education
grid.433722.3,Company
grid.433723.2,Company
grid.433724.5,Company
grid.433725.4,Nonprofit
grid.433726.7,Company
grid.433727.6,Facility
grid.433728.9,Company
grid.433729.8,Other
grid.433730.0,Nonprofit
grid.433731.1,Company
grid.433732.2,Company
grid.433733.3,Company
grid.433734.4,Nonprofit
grid.433735.5,Company
grid.433736.6,Company
grid.433737.7,Company
grid.433738.8,Nonprofit
grid.433739.9,Company
grid.433740.7,Nonprofit
grid.433741.6,Company
grid.433742.5,Company
grid.433743.4,Healthcare
grid.433744.3,Company
grid.433745.2,Company
grid.433746.1,Other
grid.433747.0,Company
grid.433748.f,Company
grid.433749.e,Company
grid.433750.6,Company
grid.433751.7,Company
grid.433752.4,Company
grid.433753.5,Nonprofit
grid.433754.2,Company
grid.433755.3,Company
grid.433756.0,Company
grid.433757.1,Company
grid.433758.e,Company
grid.433759.f,Facility
grid.433760.5,Other
grid.433761.4,Company
grid.433762.7,Company
grid.433763.6,Company
grid.433764.1,Company
grid.433765.0,Nonprofit
grid.433766.3,Company
grid.433767.2,Company
grid.433768.d,Company
grid.433769.c,Company
grid.433770.4,Company
grid.433771.5,Company
grid.433772.6,Company
grid.433773.7,Company
grid.433774.0,Government
grid.433775.1,Company
grid.433776.2,Company
grid.433777.3,Company
grid.433778.c,Company
grid.433779.d,Company
grid.433781.a,Other
grid.433782.9,Company
grid.433783.8,Company
grid.433784.f,Company
grid.433785.e,Company
grid.433786.d,Company
grid.433787.c,Company
grid.433788.3,Company
grid.433789.2,Nonprofit
grid.433791.b,Facility
grid.433792.8,Education
grid.433793.9,Nonprofit
grid.433794.e,Government
grid.433795.f,Education
grid.433796.c,Company
grid.433797.d,Healthcare
grid.433798.2,Company
grid.433799.3,Facility
grid.433800.c,Education
grid.433801.d,Company
grid.433802.e,Other
grid.433803.f,Healthcare
grid.433804.8,Facility
grid.433806.a,Facility
grid.433807.b,Healthcare
grid.433809.5,Nonprofit
grid.433810.d,Government
grid.433811.c,Other
grid.433812.f,Facility
grid.433813.e,Company
grid.433814.9,Facility
grid.433815.8,Facility
grid.433816.b,Healthcare
grid.433817.a,Nonprofit
grid.433818.5,Facility
grid.433819.4,Government
grid.433820.e,Company
grid.433821.f,Other
grid.433822.c,Company
grid.433823.d,Facility
grid.433824.a,Company
grid.433825.b,Company
grid.433826.8,Nonprofit
grid.433827.9,Nonprofit
grid.433828.6,Company
grid.433829.7,Company
grid.433830.f,Healthcare
grid.433831.e,Government
grid.433832.d,Government
grid.433833.c,Education
grid.433834.b,Government
grid.433835.a,Archive
grid.433836.9,Other
grid.433837.8,Education
grid.433838.7,Nonprofit
grid.433839.6,Company
grid.433840.8,Healthcare
grid.433841.9,Company
grid.433842.a,Archive
grid.433843.b,Healthcare
grid.433844.c,Other
grid.433845.d,Nonprofit
grid.433846.e,Nonprofit
grid.433847.f,Nonprofit
grid.433848.0,Other
grid.433849.1,Facility
grid.433850.9,Other
grid.433851.8,Facility
grid.433852.b,Company
grid.433853.a,Nonprofit
grid.433854.d,Nonprofit
grid.433855.c,Healthcare
grid.433856.f,Other
grid.433857.e,Healthcare
grid.433858.1,Facility
grid.433859.0,Nonprofit
grid.433860.a,Healthcare
grid.433861.b,Nonprofit
grid.433862.8,Healthcare
grid.433863.9,Healthcare
grid.433865.f,Healthcare
grid.433866.c,Company
grid.433867.d,Healthcare
grid.433868.2,Nonprofit
grid.433869.3,Government
grid.433870.b,Other
grid.433871.a,Nonprofit
grid.433872.9,Company
grid.433873.8,Healthcare
grid.433874.f,Facility
grid.433875.e,Company
grid.433876.d,Other
grid.433877.c,Education
grid.433878.3,Other
grid.433879.2,Education
grid.433880.4,Company
grid.433881.5,Government
grid.433882.6,Other
grid.433883.7,Company
grid.433884.0,Company
grid.433885.1,Company
grid.433886.2,Healthcare
grid.433887.3,Company
grid.433888.c,Company
grid.433889.d,Company
grid.433891.4,Company
grid.433892.7,Nonprofit
grid.433893.6,Education
grid.433894.1,Government
grid.433895.0,Company
grid.433896.3,Company
grid.433897.2,Company
grid.433898.d,Government
grid.433899.c,Company
grid.433900.d,Company
grid.433901.c,Company
grid.433902.f,Healthcare
grid.433903.e,Nonprofit
grid.433904.9,Company
grid.433905.8,Company
grid.433906.b,Company
grid.433907.a,Company
grid.433908.5,Company
grid.433909.4,Company
grid.433910.c,Company
grid.433911.d,Company
grid.433912.e,Other
grid.433913.f,Archive
grid.433914.8,Nonprofit
grid.433915.9,Company
grid.433916.a,Company
grid.433917.b,Company
grid.433918.4,Company
grid.433919.5,Company
grid.433920.f,Company
grid.433921.e,Other
grid.433922.d,Company
grid.433923.c,Nonprofit
grid.433924.b,Company
grid.433925.a,Company
grid.433926.9,Company
grid.433927.8,Company
grid.433928.7,Company
grid.433929.6,Company
grid.433930.e,Company
grid.433931.f,Education
grid.433932.c,Company
grid.433933.d,Nonprofit
grid.433934.a,Company
grid.433935.b,Company
grid.433936.8,Company
grid.433937.9,Company
grid.433938.6,Company
grid.433939.7,Company
grid.433940.9,Company
grid.433941.8,Company
grid.433942.b,Company
grid.433943.a,Nonprofit
grid.433944.d,Government
grid.433945.c,Company
grid.433946.f,Company
grid.433947.e,Company
grid.433948.1,Company
grid.433949.0,Company
grid.433950.8,Company
grid.433951.9,Healthcare
grid.433952.a,Company
grid.433953.b,Other
grid.433954.c,Company
grid.433955.d,Company
grid.433956.e,Company
grid.433957.f,Company
grid.433958.0,Company
grid.433959.1,Company
grid.433960.b,Other
grid.433961.a,Company
grid.433962.9,Company
grid.433963.8,Company
grid.433964.f,Company
grid.433965.e,Company
grid.433966.d,Company
grid.433967.c,Nonprofit
grid.433968.3,Company
grid.433969.2,Company
grid.433970.a,Company
grid.433971.b,Company
grid.433972.8,Government
grid.433973.9,Company
grid.433974.e,Company
grid.433975.f,Nonprofit
grid.433976.c,Company
grid.433977.d,Company
grid.433978.2,Company
grid.433979.3,Company
grid.433980.5,Company
grid.433981.4,Company
grid.433982.7,Government
grid.433983.6,Company
grid.433984.1,Company
grid.433985.0,Company
grid.433986.3,Company
grid.433987.2,Company
grid.433988.d,Government
grid.433989.c,Company
grid.433990.4,Other
grid.433991.5,Other
grid.433992.6,Nonprofit
grid.433993.7,Company
grid.433994.0,Company
grid.433995.1,Company
grid.433996.2,Company
grid.433997.3,Company
grid.433998.c,Company
grid.433999.d,Company
grid.434000.3,Company
grid.434001.2,Company
grid.434002.1,Company
grid.434003.0,Company
grid.434004.7,Company
grid.434005.6,Other
grid.434006.5,Government
grid.434007.4,Company
grid.434008.b,Nonprofit
grid.434009.a,Company
grid.434010.2,Other
grid.434011.3,Company
grid.434012.0,Company
grid.434013.1,Company
grid.434014.6,Company
grid.434015.7,Company
grid.434016.4,Company
grid.434017.5,Other
grid.434018.a,Company
grid.434019.b,Company
grid.434020.1,Company
grid.434021.0,Other
grid.434022.3,Other
grid.434023.2,Facility
grid.434024.5,Company
grid.434025.4,Company
grid.434026.7,Company
grid.434027.6,Company
grid.434028.9,Company
grid.434029.8,Nonprofit
grid.434030.0,Company
grid.434031.1,Company
grid.434032.2,Company
grid.434033.3,Company
grid.434034.4,Company
grid.434036.6,Education
grid.434037.7,Company
grid.434038.8,Company
grid.434039.9,Company
grid.434040.7,Company
grid.434041.6,Company
grid.434042.5,Company
grid.434043.4,Company
grid.434044.3,Company
grid.434045.2,Company
grid.434046.1,Company
grid.434047.0,Company
grid.434048.f,Company
grid.434049.e,Company
grid.434050.6,Company
grid.434051.7,Company
grid.434052.4,Company
grid.434053.5,Company
grid.434054.2,Company
grid.434055.3,Other
grid.434056.0,Company
grid.434057.1,Company
grid.434058.e,Company
grid.434059.f,Company
grid.434060.5,Company
grid.434061.4,Company
grid.434062.7,Facility
grid.434063.6,Company
grid.434064.1,Nonprofit
grid.434065.0,Other
grid.434066.3,Education
grid.434067.2,Company
grid.434068.d,Other
grid.434069.c,Company
grid.434070.4,Company
grid.434071.5,Company
grid.434072.6,Company
grid.434073.7,Company
grid.434074.0,Company
grid.434075.1,Company
grid.434076.2,Company
grid.434077.3,Company
grid.434078.c,Company
grid.434079.d,Company
grid.434080.b,Company
grid.434081.a,Education
grid.434082.9,Nonprofit
grid.434083.8,Education
grid.434084.f,Company
grid.434086.d,Company
grid.434087.c,Company
grid.434088.3,Education
grid.434089.2,Company
grid.434090.a,Government
grid.434092.8,Education
grid.434093.9,Company
grid.434094.e,Company
grid.434095.f,Education
grid.434096.c,Education
grid.434097.d,Company
grid.434098.2,Education
grid.434099.3,Education
grid.434100.2,Education
grid.434101.3,Education
grid.434102.0,Company
grid.434103.1,Nonprofit
grid.434104.6,Nonprofit
grid.434105.7,Company
grid.434106.4,Other
grid.434107.5,Company
grid.434108.a,Nonprofit
grid.434109.b,Company
grid.434110.3,Nonprofit
grid.434111.2,Company
grid.434112.1,Company
grid.434113.0,Company
grid.434114.7,Company
grid.434115.6,Company
grid.434116.5,Company
grid.434117.4,Other
grid.434118.b,Education
grid.434119.a,Facility
grid.434120.0,Company
grid.434121.1,Company
grid.434122.2,Company
grid.434123.3,Company
grid.434124.4,Company
grid.434125.5,Company
grid.434126.6,Nonprofit
grid.434127.7,Company
grid.434128.8,Government
grid.434129.9,Government
grid.434130.1,Education
grid.434131.0,Company
grid.434132.3,Company
grid.434133.2,Company
grid.434134.5,Company
grid.434135.4,Company
grid.434136.7,Company
grid.434137.6,Education
grid.434138.9,Company
grid.434139.8,Company
grid.434140.6,Healthcare
grid.434141.7,Nonprofit
grid.434142.4,Company
grid.434143.5,Nonprofit
grid.434144.2,Government
grid.434145.3,Nonprofit
grid.434146.0,Government
grid.434147.1,Archive
grid.434148.e,Company
grid.434149.f,Healthcare
grid.434150.7,Government
grid.434151.6,Government
grid.434152.5,Company
grid.434153.4,Company
grid.434154.3,Other
grid.434155.2,Company
grid.434157.0,Company
grid.434158.f,Company
grid.434159.e,Company
grid.434160.4,Other
grid.434161.5,Education
grid.434162.6,Company
grid.434163.7,Company
grid.434164.0,Company
grid.434165.1,Company
grid.434166.2,Company
grid.434167.3,Company
grid.434168.c,Company
grid.434169.d,Company
grid.434170.5,Company
grid.434171.4,Company
grid.434172.7,Company
grid.434173.6,Company
grid.434174.1,Education
grid.434175.0,Company
grid.434176.3,Education
grid.434177.2,Company
grid.434178.d,Company
grid.434179.c,Company
grid.434180.a,Company
grid.434181.b,Company
grid.434182.8,Company
grid.434183.9,Company
grid.434184.e,Education
grid.434185.f,Other
grid.434186.c,Company
grid.434187.d,Education
grid.434188.2,Facility
grid.434189.3,Company
grid.434190.b,Nonprofit
grid.434191.a,Education
grid.434192.9,Education
grid.434193.8,Education
grid.434194.f,Company
grid.434195.e,Government
grid.434196.d,Company
grid.434197.c,Company
grid.434198.3,Company
grid.434199.2,Education
grid.434200.1,Education
grid.434201.0,Company
grid.434202.3,Company
grid.434203.2,Education
grid.434204.5,Other
grid.434205.4,Other
grid.434206.7,Company
grid.434207.6,Education
grid.434208.9,Company
grid.434209.8,Education
grid.434210.0,Company
grid.434211.1,Nonprofit
grid.434212.2,Education
grid.434213.3,Other
grid.434214.4,Education
grid.434215.5,Other
grid.434216.6,Company
grid.434217.7,Facility
grid.434219.9,Company
grid.434220.3,Company
grid.434221.2,Other
grid.434222.1,Other
grid.434223.0,Education
grid.434224.7,Facility
grid.434225.6,Education
grid.434226.5,Company
grid.434227.4,Nonprofit
grid.434228.b,Company
grid.434229.a,Education
grid.434231.3,Company
grid.434232.0,Company
grid.434233.1,Archive
grid.434234.6,Company
grid.434235.7,Company
grid.434237.5,Company
grid.434238.a,Archive
grid.434239.b,Education
grid.434240.5,Company
grid.434241.4,Facility
grid.434242.7,Education
grid.434243.6,Company
grid.434244.1,Company
grid.434245.0,Company
grid.434246.3,Education
grid.434247.2,Healthcare
grid.434248.d,Company
grid.434249.c,Company
grid.434250.4,Nonprofit
grid.434251.5,Healthcare
grid.434252.6,Nonprofit
grid.434253.7,Company
grid.434254.0,Company
grid.434255.1,Company
grid.434256.2,Company
grid.434257.3,Government
grid.434258.c,Company
grid.434259.d,Government
grid.434260.7,Nonprofit
grid.434261.6,Government
grid.434262.5,Company
grid.434263.4,Company
grid.434264.3,Company
grid.434265.2,Company
grid.434266.1,Company
grid.434267.0,Government
grid.434268.f,Archive
grid.434269.e,Nonprofit
grid.434270.6,Company
grid.434271.7,Other
grid.434272.4,Healthcare
grid.434273.5,Facility
grid.434274.2,Other
grid.434275.3,Company
grid.434276.0,Company
grid.434277.1,Company
grid.434278.e,Other
grid.434279.f,Nonprofit
grid.434280.9,Other
grid.434281.8,Other
grid.434282.b,Government
grid.434283.a,Nonprofit
grid.434284.d,Company
grid.434285.c,Other
grid.434286.f,Healthcare
grid.434287.e,Company
grid.434288.1,Nonprofit
grid.434289.0,Other
grid.434290.8,Company
grid.434291.9,Company
grid.434292.a,Company
grid.434293.b,Company
grid.434294.c,Company
grid.434295.d,Facility
grid.434296.e,Company
grid.434297.f,Other
grid.434298.0,Company
grid.434299.1,Company
grid.434300.0,Company
grid.434301.1,Company
grid.434303.3,Company
grid.434304.4,Company
grid.434305.5,Government
grid.434306.6,Nonprofit
grid.434307.7,Archive
grid.434308.8,Other
grid.434309.9,Nonprofit
grid.434310.1,Company
grid.434311.0,Company
grid.434312.3,Healthcare
grid.434313.2,Education
grid.434314.5,Company
grid.434315.4,Company
grid.434316.7,Company
grid.434317.6,Company
grid.434318.9,Company
grid.434319.8,Company
grid.434320.2,Nonprofit
grid.434321.3,Other
grid.434322.0,Company
grid.434323.1,Company
grid.434324.6,Education
grid.434325.7,Company
grid.434326.4,Company
grid.434327.5,Company
grid.434328.a,Company
grid.434329.b,Company
grid.434330.3,Education
grid.434331.2,Company
grid.434332.1,Company
grid.434333.0,Company
grid.434334.7,Other
grid.434335.6,Education
grid.434336.5,Company
grid.434337.4,Nonprofit
grid.434338.b,Nonprofit
grid.434339.a,Company
grid.434340.4,Company
grid.434341.5,Other
grid.434343.7,Nonprofit
grid.434344.0,Company
grid.434345.1,Company
grid.434346.2,Other
grid.434347.3,Facility
grid.434348.c,Company
grid.434349.d,Company
grid.434350.5,Company
grid.434351.4,Facility
grid.434352.7,Facility
grid.434353.6,Company
grid.434354.1,Other
grid.434355.0,Company
grid.434356.3,Company
grid.434357.2,Company
grid.434358.d,Company
grid.434359.c,Facility
grid.434360.6,Healthcare
grid.434361.7,Company
grid.434362.4,Nonprofit
grid.434363.5,Facility
grid.434364.2,Company
grid.434365.3,Government
grid.434366.0,Government
grid.434367.1,Company
grid.434368.e,Company
grid.434369.f,Education
grid.434370.7,Company
grid.434371.6,Company
grid.434372.5,Company
grid.434373.4,Other
grid.434374.3,Company
grid.434375.2,Company
grid.434376.1,Other
grid.434377.0,Company
grid.434378.f,Company
grid.434379.e,Company
grid.434380.8,Other
grid.434381.9,Facility
grid.434382.a,Archive
grid.434383.b,Education
